meter_id, Account ID,lp_kd,lp_ke,lp_scale,qty_type,lp_date,duration,event_ind,freq_lpdata,freq_ind,ch1_title,ch1_value,ch1_ind,ch2_title,ch2_value,ch2_ind,ch3_title,ch3_value,ch3_ind,ch4_title,ch4_value,ch4_ind,ch5_title,ch5_value,ch5_ind,ch6_title,ch6_value,ch6_ind,ch7_title,ch7_value,ch7_ind,ch8_title,ch8_value,ch8_ind,Avg_PF_Delivered,Avg_PF_Received,Average Phase A Voltage,Average Phase B Voltage,Average Phase C Voltage,Average Phase A Current,Average Phase B Current,Average Phase C Current
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,06:45 to 07:00,PF,50.324,,KW del,0.000000,P,KW rec,150.000000,P,KVA Q1,0.000000,P,KVA Q3,150.000000,P,KVAR Q1,0.000000,P,KVAR Q2,18.000000,P,KVAR Q3,0.000000,P,KVAR Q4,0.000000,P,0.000000,1.000000,60.104000,58.995200,59.664000,0.011200,0.026400,0.018800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,07:00 to 07:15,PF,49.992,,KW del,0.000000,P,KW rec,216.000000,P,KVA Q1,0.000000,P,KVA Q3,216.000000,P,KVAR Q1,0.000000,P,KVAR Q2,6.000000,P,KVAR Q3,0.000000,P,KVAR Q4,0.000000,P,0.000000,1.000000,60.790400,59.681600,60.368000,0.040400,0.064000,0.046800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,07:15 to 07:30,,50.024,,KW del,0.000000,,KW rec,840.000000,,KVA Q1,0.000000,,KVA Q3,840.000000,,KVAR Q1,0.000000,,KVAR Q2,48.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,61.424000,60.385600,61.019200,0.065200,0.094800,0.074400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,07:30 to 07:45,,50.048,,KW del,0.000000,,KW rec,1104.000000,,KVA Q1,0.000000,,KVA Q3,1104.000000,,KVAR Q1,0.000000,,KVAR Q2,60.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,61.846400,60.913600,61.406400,0.086800,0.117600,0.098000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,07:45 to 08:00,,50.064,,KW del,0.000000,,KW rec,1518.000000,,KVA Q1,0.000000,,KVA Q3,1518.000000,,KVAR Q1,0.000000,,KVAR Q2,84.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.620800,61.811200,62.128000,0.120800,0.155200,0.135200
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,08:00 to 08:15,,50.048,,KW del,0.000000,,KW rec,1872.000000,,KVA Q1,0.000000,,KVA Q3,1872.000000,,KVAR Q1,0.000000,,KVAR Q2,108.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.536000,62.726400,63.025600,0.149200,0.184800,0.163600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,08:15 to 08:30,,50.028,,KW del,0.000000,,KW rec,2196.000000,,KVA Q1,0.000000,,KVA Q3,2196.000000,,KVAR Q1,0.000000,,KVAR Q2,132.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.958400,63.272000,63.483200,0.176400,0.212000,0.192000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,08:30 to 08:45,,50.018,,KW del,0.000000,,KW rec,2496.000000,,KVA Q1,0.000000,,KVA Q3,2496.000000,,KVAR Q1,0.000000,,KVAR Q2,144.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.800000,63.166400,63.289600,0.202400,0.239200,0.218400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,08:45 to 09:00,,50.062,,KW del,0.000000,,KW rec,2790.000000,,KVA Q1,0.000000,,KVA Q3,2790.000000,,KVAR Q1,0.000000,,KVAR Q2,162.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.694400,63.113600,63.201600,0.228000,0.264800,0.244400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,09:00 to 09:15,,50.03,,KW del,0.000000,,KW rec,3054.000000,,KVA Q1,0.000000,,KVA Q3,3054.000000,,KVAR Q1,0.000000,,KVAR Q2,180.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.289600,62.814400,62.832000,0.253200,0.288400,0.269600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,09:15 to 09:30,,49.972,,KW del,0.000000,,KW rec,3294.000000,,KVA Q1,0.000000,,KVA Q3,3294.000000,,KVAR Q1,0.000000,,KVAR Q2,192.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.254400,62.761600,62.708800,0.274400,0.309600,0.291600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,09:30 to 09:45,,49.956,,KW del,0.000000,,KW rec,3486.000000,,KVA Q1,0.000000,,KVA Q3,3486.000000,,KVAR Q1,0.000000,,KVAR Q2,204.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.008000,62.532800,62.497600,0.292800,0.327600,0.309600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,09:45 to 10:00,,50.012,,KW del,0.000000,,KW rec,3690.000000,,KVA Q1,0.000000,,KVA Q3,3690.000000,,KVAR Q1,0.000000,,KVAR Q2,210.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.219200,62.761600,62.691200,0.310000,0.343200,0.326800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,10:00 to 10:15,,50.05,,KW del,0.000000,,KW rec,3798.000000,,KVA Q1,0.000000,,KVA Q3,3798.000000,,KVAR Q1,0.000000,,KVAR Q2,216.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.395200,62.955200,62.814400,0.319200,0.350800,0.336000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,10:15 to 10:30,,50.02,,KW del,0.000000,,KW rec,3906.000000,,KVA Q1,0.000000,,KVA Q3,3906.000000,,KVAR Q1,0.000000,,KVAR Q2,222.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.377600,62.937600,62.796800,0.329200,0.360400,0.346000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,10:30 to 10:45,,49.992,,KW del,0.000000,,KW rec,4002.000000,,KVA Q1,0.000000,,KVA Q3,4002.000000,,KVAR Q1,0.000000,,KVAR Q2,222.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.588800,63.219200,63.096000,0.337200,0.366800,0.352400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,10:45 to 11:00,,49.992,,KW del,0.000000,,KW rec,4146.000000,,KVA Q1,0.000000,,KVA Q3,4146.000000,,KVAR Q1,0.000000,,KVAR Q2,240.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.465600,63.043200,62.955200,0.350400,0.379600,0.364800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,11:00 to 11:15,,50.01,,KW del,0.000000,,KW rec,4248.000000,,KVA Q1,0.000000,,KVA Q3,4248.000000,,KVAR Q1,0.000000,,KVAR Q2,240.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,64.064000,63.676800,63.553600,0.357200,0.385600,0.371200
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,11:15 to 11:30,,49.97,,KW del,0.000000,,KW rec,4356.000000,,KVA Q1,0.000000,,KVA Q3,4356.000000,,KVAR Q1,0.000000,,KVAR Q2,252.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,64.046400,63.729600,63.518400,0.365600,0.393600,0.380800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,11:30 to 11:45,,49.964,,KW del,0.000000,,KW rec,4362.000000,,KVA Q1,0.000000,,KVA Q3,4362.000000,,KVAR Q1,0.000000,,KVAR Q2,252.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.937600,62.603200,62.462400,0.372800,0.401600,0.388000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,11:45 to 12:00,,49.956,,KW del,0.000000,,KW rec,4440.000000,,KVA Q1,0.000000,,KVA Q3,4440.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.342400,63.025600,62.902400,0.377200,0.405600,0.392400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,12:00 to 12:15,,49.954,,KW del,0.000000,,KW rec,4452.000000,,KVA Q1,0.000000,,KVA Q3,4452.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.360000,63.043200,62.884800,0.378000,0.406400,0.393600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,12:15 to 12:30,,49.944,,KW del,0.000000,,KW rec,4464.000000,,KVA Q1,0.000000,,KVA Q3,4464.000000,,KVAR Q1,0.000000,,KVAR Q2,270.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.536000,63.254400,63.096000,0.378400,0.406400,0.393200
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,12:30 to 12:45,,49.924,,KW del,0.000000,,KW rec,4428.000000,,KVA Q1,0.000000,,KVA Q3,4428.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.483200,63.166400,63.008000,0.375200,0.404000,0.390400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,12:45 to 13:00,,49.942,,KW del,0.000000,,KW rec,4380.000000,,KVA Q1,0.000000,,KVA Q3,4380.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.571200,63.219200,63.060800,0.370000,0.399600,0.386000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,13:00 to 13:15,,50.088,,KW del,0.000000,,KW rec,4374.000000,,KVA Q1,0.000000,,KVA Q3,4374.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.747200,63.360000,63.254400,0.368800,0.399200,0.384400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,13:15 to 13:30,,50.066,,KW del,0.000000,,KW rec,4386.000000,,KVA Q1,0.000000,,KVA Q3,4386.000000,,KVAR Q1,0.000000,,KVAR Q2,270.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,64.046400,63.659200,63.571200,0.368000,0.398000,0.383200
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,13:30 to 13:45,,50.05,,KW del,0.000000,,KW rec,4350.000000,,KVA Q1,0.000000,,KVA Q3,4350.000000,,KVAR Q1,0.000000,,KVAR Q2,264.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,64.416000,63.976000,63.905600,0.362400,0.393200,0.377600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,13:45 to 14:00,,50.04,,KW del,0.000000,,KW rec,4248.000000,,KVA Q1,0.000000,,KVA Q3,4248.000000,,KVAR Q1,0.000000,,KVAR Q2,258.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.676800,63.272000,63.166400,0.357600,0.388400,0.373200
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,14:00 to 14:15,,50.102,,KW del,0.000000,,KW rec,3894.000000,,KVA Q1,0.000000,,KVA Q3,3894.000000,,KVAR Q1,0.000000,,KVAR Q2,228.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.958400,63.465600,63.430400,0.325600,0.357200,0.340800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,14:15 to 14:30,,50.0,,KW del,0.000000,,KW rec,4074.000000,,KVA Q1,0.000000,,KVA Q3,4074.000000,,KVAR Q1,0.000000,,KVAR Q2,252.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.448000,62.972800,62.884800,0.342800,0.375200,0.358800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,14:30 to 14:45,,49.972,,KW del,0.000000,,KW rec,3516.000000,,KVA Q1,0.000000,,KVA Q3,3516.000000,,KVAR Q1,0.000000,,KVAR Q2,222.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,63.060800,62.568000,62.480000,0.295600,0.329200,0.312000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,14:45 to 15:00,,49.964,,KW del,0.000000,,KW rec,3480.000000,,KVA Q1,0.000000,,KVA Q3,3480.000000,,KVAR Q1,0.000000,,KVAR Q2,210.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.761600,62.321600,62.251200,0.292000,0.326400,0.309600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,15:00 to 15:15,,49.988,,KW del,0.000000,,KW rec,3408.000000,,KVA Q1,0.000000,,KVA Q3,3408.000000,,KVAR Q1,0.000000,,KVAR Q2,210.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.673600,62.216000,62.180800,0.286000,0.322400,0.303600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,15:15 to 15:30,,50.016,,KW del,0.000000,,KW rec,3456.000000,,KVA Q1,0.000000,,KVA Q3,3456.000000,,KVAR Q1,0.000000,,KVAR Q2,210.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.585600,62.075200,62.128000,0.291600,0.328000,0.307600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,15:30 to 15:45,,50.016,,KW del,0.000000,,KW rec,2916.000000,,KVA Q1,0.000000,,KVA Q3,2916.000000,,KVAR Q1,0.000000,,KVAR Q2,174.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.409600,61.864000,61.952000,0.245200,0.280800,0.260000
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,15:45 to 16:00,,50.012,,KW del,0.000000,,KW rec,2442.000000,,KVA Q1,0.000000,,KVA Q3,2442.000000,,KVAR Q1,0.000000,,KVAR Q2,156.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.268800,61.723200,61.811200,0.204000,0.237600,0.218400
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,16:00 to 16:15,,50.006,,KW del,0.000000,,KW rec,2046.000000,,KVA Q1,0.000000,,KVA Q3,2046.000000,,KVAR Q1,0.000000,,KVAR Q2,138.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.163200,61.564800,61.740800,0.168800,0.202400,0.182800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,16:15 to 16:30,PF,51.002,,KW del,0.000000,P,KW rec,396.000000,P,KVA Q1,0.000000,P,KVA Q3,396.000000,P,KVAR Q1,0.000000,P,KVAR Q2,24.000000,P,KVAR Q3,0.000000,P,KVAR Q4,0.000000,P,0.000000,1.000000,62.022400,61.424000,61.617600,0.140000,0.171600,0.152800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,16:30 to 16:45,PF,49.874,,KW del,0.000000,P,KW rec,636.000000,P,KVA Q1,0.000000,P,KVA Q3,636.000000,P,KVAR Q1,0.000000,P,KVAR Q2,36.000000,P,KVAR Q3,0.000000,P,KVAR Q4,0.000000,P,0.000000,1.000000,61.283200,60.614400,60.896000,0.078800,0.103600,0.089600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,16:45 to 17:00,,49.896,,KW del,0.000000,,KW rec,900.000000,,KVA Q1,0.000000,,KVA Q3,900.000000,,KVAR Q1,0.000000,,KVAR Q2,60.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,62.656000,62.057600,62.268800,0.070000,0.093200,0.080800
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,17:00 to 17:15,,50.006,,KW del,0.000000,,KW rec,672.000000,,KVA Q1,0.000000,,KVA Q3,672.000000,,KVAR Q1,0.000000,,KVAR Q2,42.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,61.846400,61.283200,61.441600,0.050800,0.072000,0.061600
2781461,02781461,6.000000,1.500000,1,Demand,04/04/2025,17:15 to 17:30,,50.016,,KW del,0.000000,,KW rec,426.000000,,KVA Q1,0.000000,,KVA Q3,426.000000,,KVAR Q1,0.000000,,KVAR Q2,24.000000,,KVAR Q3,0.000000,,KVAR Q4,0.000000,,0.000000,1.000000,60.332800,59.716800,59.910400,0.032000,0.049600,0.040800
